id;phone;jhi_type;contact_id
912;+665292679925;MOBILE;928
913;+868454511545;WORK;896
914;+863252682695;OTHER;998
915;+523887495734;OTHER;645
916;+868513179773;OTHER;845
917;+2168804108544;WORK;954
918;+629176139575;OTHER;819
919;+866005615623;OTHER;861
920;+8507442656041;MOBILE;649
921;+867867858076;MOBILE;542
922;+863634817243;WORK;824
923;+552201455179;WORK;960
924;+604177171545;MOBILE;905
925;+5095275368795;WORK;760
926;+9645257075559;OTHER;837
927;+2266363203142;WORK;997
928;+72414432095;WORK;764
929;+625149965762;WORK;825
930;+72524162186;MOBILE;940
931;+9624528406256;MOBILE;872
932;+2552975219149;WORK;828
933;+317316238872;MOBILE;634
934;+623097654079;WORK;896
935;+3579306296405;MOBILE;930
936;+72191518620;WORK;837
937;+818825018858;OTHER;727
938;+9769263300221;OTHER;580
939;+3804725249025;WORK;956
940;+624845489212;WORK;923
941;+841263543239;WORK;789
942;+864744156804;OTHER;934
943;+78955015964;OTHER;948
944;+866218221208;MOBILE;935
945;+9703146845123;WORK;728
946;+621161750726;OTHER;833
947;+17866725810;MOBILE;817
948;+552034658598;OTHER;957
949;+12819402412;OTHER;841
950;+2557413345882;WORK;703
951;+339847646396;WORK;843
952;+4201131999392;MOBILE;976
953;+4204927409608;OTHER;869
954;+557668892061;OTHER;890
955;+2611002109099;WORK;707
956;+2587944495529;WORK;913
957;+9737227711339;OTHER;198
958;+337794726577;OTHER;616
959;+625863394773;OTHER;912
960;+638834488291;MOBILE;408
961;+627807665515;OTHER;971
962;+3861227870526;OTHER;968
963;+3896697245834;OTHER;978
964;+78641536622;WORK;988
965;+623636773804;OTHER;738
966;+3518302211020;WORK;604
967;+9621892250741;WORK;576
968;+77138114966;OTHER;641
969;+78742309993;MOBILE;926
970;+862719902424;OTHER;984
971;+629907144163;MOBILE;969
972;+861475746599;OTHER;960
973;+867069054288;OTHER;964
974;+2253262890275;OTHER;945
975;+865511759615;OTHER;852
976;+865332651428;WORK;914
977;+559774034171;OTHER;793
978;+3892314130198;OTHER;945
979;+847822640810;WORK;906
980;+558086440710;OTHER;721
981;+79963505445;OTHER;820
982;+868252997144;MOBILE;801
983;+469185046064;WORK;859
984;+78794635453;WORK;985
985;+529062311549;OTHER;837
986;+2554378622033;MOBILE;724
987;+279232392338;OTHER;736
988;+546377029723;MOBILE;858
989;+2126966402465;OTHER;935
990;+2266704991603;MOBILE;774
991;+627838536773;WORK;615
992;+3858823006295;WORK;751
993;+464489450740;WORK;926
994;+625751172571;OTHER;907
995;+867798019963;WORK;741
996;+861137275432;OTHER;786
997;+869897862901;OTHER;888
998;+464778233629;OTHER;918
999;+452381762822;OTHER;912
1000;+2611489761819;MOBILE;741
